pub_year,topic_field_display_name,num_publications,cross_collaboration_metric,authors
1933,Neuroscience,1,1.0,27
1933,"Pharmacology, Toxicology and Pharmaceutics",1,1.0,6
1933,Physics and Astronomy,3,0.75,115
1933,Psychology,7,0.5555555555555556,89
1933,Social Sciences,45,0.7843137254901961,829
1933,Veterinary,1,0.0,0
1934,Agricultural and Biological Sciences,17,0.875,411
1934,Arts and Humanities,36,0.9090909090909091,1078
1934,"Biochemistry, Genetics and Molecular Biology",10,0.7272727272727273,172
1934,"Business, Management and Accounting",3,1.0,115
1934,Chemistry,4,1.0,126
1934,Computer Science,3,1.0,68
1934,Decision Sciences,1,1.0,15
1934,Earth and Planetary Sciences,2,0.5,76
1934,"Economics, Econometrics and Finance",9,0.7,125
1934,Energy,3,0.6666666666666666,26
1934,Engineering,12,0.6428571428571429,337
1934,Environmental Science,4,0.5,150
1934,Health Professions,5,0.8,182
1934,Immunology and Microbiology,4,0.5,24
1934,Materials Science,3,0.6666666666666666,31
1934,Mathematics,3,1.0,113
1934,Medicine,35,0.9302325581395349,874
1934,Neuroscience,2,1.0,28
1934,Physics and Astronomy,8,0.5454545454545454,121
1934,Psychology,6,0.38461538461538464,94
1934,Social Sciences,45,0.7169811320754716,869
1935,Agricultural and Biological Sciences,16,0.9166666666666666,443
1935,Arts and Humanities,32,0.8717948717948718,1124
1935,"Biochemistry, Genetics and Molecular Biology",8,0.6428571428571429,185
1935,"Business, Management and Accounting",5,0.8333333333333334,120
1935,Chemistry,4,1.0,141
1935,Computer Science,3,1.0,74
1935,Decision Sciences,1,0.0,0
1935,Earth and Planetary Sciences,6,0.9090909090909091,86
1935,"Economics, Econometrics and Finance",5,0.6,130
1935,Engineering,15,0.9,358
1935,Environmental Science,10,0.6666666666666666,158
1935,Health Professions,9,0.8461538461538461,194
1935,Immunology and Microbiology,1,1.0,25
1935,Materials Science,5,0.5,35
1935,Mathematics,11,0.7272727272727273,118
1935,Medicine,60,0.9130434782608695,935
1935,Neuroscience,1,1.0,30
1935,"Pharmacology, Toxicology and Pharmaceutics",3,0.6666666666666666,8
1935,Physics and Astronomy,8,0.7777777777777778,128
1935,Psychology,6,0.75,101
1935,Social Sciences,52,0.803030303030303,922
1935,Veterinary,1,1.0,4
1936,Agricultural and Biological Sciences,19,1.0,478
1936,Arts and Humanities,32,0.9736842105263158,1200
1936,"Biochemistry, Genetics and Molecular Biology",9,0.7777777777777778,196
1936,"Business, Management and Accounting",3,1.0,126
1936,Chemical Engineering,3,1.0,108
1936,Chemistry,2,0.6666666666666666,144
1936,Computer Science,8,0.5,79
1936,Decision Sciences,1,0.0,0
1936,Earth and Planetary Sciences,7,0.8888888888888888,95
1936,"Economics, Econometrics and Finance",5,1.0,138
1936,Energy,2,1.0,29
1936,Engineering,17,0.9411764705882353,376
1936,Environmental Science,9,0.7777777777777778,164
1936,Health Professions,8,0.5555555555555556,200
1936,Immunology and Microbiology,6,0.6666666666666666,29
1936,Materials Science,3,0.6,38
1936,Mathematics,10,0.6666666666666666,126
1936,Medicine,35,0.8775510204081632,978
1936,Neuroscience,3,1.0,34
1936,Nursing,3,0.4,18
1936,"Pharmacology, Toxicology and Pharmaceutics",2,0.3333333333333333,9
1936,Physics and Astronomy,6,0.0967741935483871,131
1936,Psychology,7,0.8888888888888888,109
1936,Social Sciences,57,0.7682926829268293,983
1937,Agricultural and Biological Sciences,12,0.9375,498
1937,Arts and Humanities,44,0.8813559322033898,1265
1937,"Biochemistry, Genetics and Molecular Biology",12,0.47058823529411764,204
1937,"Business, Management and Accounting",5,0.8571428571428571,133
1937,Chemical Engineering,1,0.0,0
1937,Chemistry,9,1.0,163
1937,Computer Science,3,1.0,88
1937,Dentistry,1,1.0,16
1937,Earth and Planetary Sciences,13,0.8,107
1937,"Economics, Econometrics and Finance",6,1.0,149
1937,Engineering,17,0.9090909090909091,401
1937,Environmental Science,8,0.45454545454545453,171
1937,Health Professions,8,0.6666666666666666,207
1937,Immunology and Microbiology,3,0.6,32
1937,Materials Science,4,0.7142857142857143,43
1937,Mathematics,7,0.875,133
1937,Medicine,31,0.8285714285714286,1009
1937,Neuroscience,2,0.5,35
1937,Nursing,3,0.6666666666666666,22
1937,Physics and Astronomy,7,1.0,140
1937,Psychology,4,0.6666666666666666,114
1937,Social Sciences,44,0.8070175438596491,1030
1938,Agricultural and Biological Sciences,12,0.8947368421052632,522
1938,Arts and Humanities,35,0.9583333333333334,1319
1938,"Biochemistry, Genetics and Molecular Biology",5,0.8571428571428571,213
1938,"Business, Management and Accounting",4,0.75,136
1938,Chemistry,7,1.0,175
1938,Computer Science,7,0.4444444444444444,95
1938,Earth and Planetary Sciences,4,1.0,112
1938,"Economics, Econometrics and Finance",9,0.7777777777777778,155
1938,Energy,2,1.0,31
1938,Engineering,10,0.7692307692307693,412
1938,Environmental Science,7,0.6666666666666666,175
1938,Health Professions,9,0.5,215
1938,Immunology and Microbiology,1,0.0,0
1938,Materials Science,3,1.0,48
1938,Mathematics,6,0.5,136
1938,Medicine,32,0.8378378378378378,1039
1938,Neuroscience,1,1.0,36
1938,Nursing,3,1.0,25
1938,"Pharmacology, Toxicology and Pharmaceutics",1,1.0,10
1938,Physics and Astronomy,4,0.75,142
1938,Psychology,8,0.6153846153846154,122
1938,Social Sciences,44,0.8181818181818182,1076
1939,Agricultural and Biological Sciences,8,0.8181818181818182,538
1939,Arts and Humanities,47,0.8035714285714286,1369
1939,"Biochemistry, Genetics and Molecular Biology",10,0.5454545454545454,224
1939,"Business, Management and Accounting",4,0.5,139
1939,Chemistry,4,0.8,179
1939,Computer Science,3,0.3333333333333333,96
1939,Decision Sciences,1,1.0,17
1939,Earth and Planetary Sciences,7,0.9,124
1939,"Economics, Econometrics and Finance",5,1.0,162
1939,Energy,3,1.0,51
1939,Engineering,20,0.8181818181818182,432
1939,Environmental Science,5,0.375,178
1939,Health Professions,10,0.4166666666666667,222
1939,Immunology and Microbiology,1,0.0,0
1939,Materials Science,1,1.0,49
1939,Mathematics,6,1.0,144
1939,Medicine,32,0.9318181818181818,1085
1939,Neuroscience,2,0.5,37
1939,Nursing,2,0.5,26
1939,Physics and Astronomy,6,0.8571428571428571,148
1939,Psychology,7,0.7142857142857143,127
1939,Social Sciences,52,0.8181818181818182,1138
1940,Agricultural and Biological Sciences,1,1.0,540
1940,Arts and Humanities,1,1.0,1370
1940,"Business, Management and Accounting",1,1.0,140
1940,Computer Science,1,1.0,97
1940,Engineering,1,1.0,433
1940,Environmental Science,2,0.5,179
1940,Materials Science,2,1.0,51
1940,Mathematics,4,1.0,148
1940,Medicine,2,1.0,1087
1940,Psychology,2,1.0,129
1941,Agricultural and Biological Sciences,8,0.9090909090909091,556
1941,Arts and Humanities,29,0.9736842105263158,1413
1941,"Biochemistry, Genetics and Molecular Biology",5,0.16666666666666666,228
1941,"Business, Management and Accounting",3,1.0,148
1941,Chemical Engineering,1,1.0,111
1941,Chemistry,5,1.0,189
1941,Computer Science,5,0.7142857142857143,105
1941,Decision Sciences,1,1.0,18
1941,Dentistry,1,1.0,17
1941,Earth and Planetary Sciences,2,0.5,127
1941,"Economics, Econometrics and Finance",1,1.0,166
1941,Energy,1,1.0,52
1941,Engineering,18,0.8695652173913043,456
1941,Environmental Science,12,0.7333333333333333,190
1941,Health Professions,9,0.6,228
1941,Immunology and Microbiology,1,0.0,0
1941,Materials Science,4,0.6,54
1941,Mathematics,5,0.5555555555555556,153
1941,Medicine,24,0.9,1117
1941,Nursing,3,0.75,29
1941,"Pharmacology, Toxicology and Pharmaceutics",1,0.0,0
1941,Physics and Astronomy,5,0.42857142857142855,150
1941,Psychology,5,0.6,132
1941,Social Sciences,41,0.851063829787234,1179
1941,Veterinary,2,0.5,5
1942,Agricultural and Biological Sciences,12,1.0,579
1942,Arts and Humanities,19,0.9583333333333334,1441
1942,"Biochemistry, Genetics and Molecular Biology",8,0.875,242
1942,"Business, Management and Accounting",6,0.5,154
1942,Chemical Engineering,1,1.0,113
1942,Chemistry,5,0.875,196
1942,Computer Science,2,1.0,107
1942,Decision Sciences,1,1.0,19
1942,Earth and Planetary Sciences,4,0.75,131
1942,"Economics, Econometrics and Finance",6,0.7142857142857143,172
1942,Engineering,16,0.88,479
1942,Environmental Science,7,0.375,193
1942,Health Professions,5,0.6,232
1942,Immunology and Microbiology,1,0.0,0
1942,Materials Science,4,1.0,60
1942,Mathematics,4,0.5,155
1942,Medicine,32,0.9545454545454546,1157
1942,Nursing,2,0.0,0
1942,"Pharmacology, Toxicology and Pharmaceutics",1,1.0,11
1942,Physics and Astronomy,2,1.0,152
1942,Psychology,8,0.6363636363636364,139
1942,Social Sciences,51,0.859375,1238
1943,Agricultural and Biological Sciences,17,0.8695652173913043,602
1943,Arts and Humanities,28,0.9411764705882353,1479
1943,"Biochemistry, Genetics and Molecular Biology",5,0.8,251
1943,"Business, Management and Accounting",5,1.0,160
1943,Chemical Engineering,2,0.6,116
1943,Computer Science,3,1.0,110
1943,Decision Sciences,1,1.0,20
1943,Dentistry,1,1.0,18
1943,Earth and Planetary Sciences,3,0.75,134
1943,"Economics, Econometrics and Finance",8,0.8181818181818182,181
1943,Energy,1,1.0,54
1943,Engineering,6,1.0,490
1943,Environmental Science,9,0.7,200
1943,Health Professions,5,0.8,245
1943,Materials Science,2,0.5,61
1943,Mathematics,3,1.0,158
1943,Medicine,31,0.9285714285714286,1194
1943,Neuroscience,3,0.4166666666666667,43
1943,Nursing,2,0.5,30
1943,"Pharmacology, Toxicology and Pharmaceutics",3,0.0,0
1943,Physics and Astronomy,1,1.0,153
1943,Psychology,5,0.6666666666666666,143
1943,Social Sciences,38,0.7755102040816326,1276
1944,Agricultural and Biological Sciences,12,1.0,620
1944,Arts and Humanities,24,0.896551724137931,1513
1944,"Biochemistry, Genetics and Molecular Biology",5,0.6666666666666666,259
1944,"Business, Management and Accounting",1,1.0,162
1944,Chemical Engineering,2,1.0,118
1944,Chemistry,2,1.0,203
1944,Computer Science,3,0.8,116
1944,Earth and Planetary Sciences,2,1.0,136
1944,"Economics, Econometrics and Finance",8,0.75,187
1944,Energy,2,1.0,56
1944,Engineering,9,1.0,500
1944,Environmental Science,5,0.5,203
1944,Health Professions,9,0.5555555555555556,251
1944,Immunology and Microbiology,1,0.0,0
1944,Materials Science,2,0.6666666666666666,63
1944,Mathematics,6,0.5,161
1944,Medicine,20,0.9583333333333334,1220
1944,Neuroscience,1,0.0,0
1944,Nursing,4,1.0,38
1944,Physics and Astronomy,4,1.0,157
1944,Psychology,5,0.875,150
1944,Social Sciences,36,0.7894736842105263,1305
1945,Agricultural and Biological Sciences,15,1.0,642
1945,Arts and Humanities,41,0.8928571428571429,1566
1945,"Biochemistry, Genetics and Molecular Biology",13,0.9285714285714286,274
1945,"Business, Management and Accounting",4,0.4,166
1945,Chemical Engineering,2,0.0,0
1945,Chemistry,6,0.6666666666666666,211
1945,Computer Science,6,0.875,123
1945,Decision Sciences,1,1.0,21
1945,Earth and Planetary Sciences,2,1.0,138
1945,"Economics, Econometrics and Finance",5,1.0,212
1945,Engineering,12,0.8333333333333334,513
1945,Environmental Science,5,1.0,209
1945,Health Professions,16,0.6111111111111112,264
1945,Materials Science,2,1.0,73
1945,Mathematics,4,1.0,165
1945,Medicine,52,0.9154929577464789,1286
1945,Neuroscience,2,0.0,0
1945,Nursing,4,1.0,42
1945,Physics and Astronomy,4,0.8333333333333334,162
1945,Psychology,6,0.6666666666666666,155
1945,Social Sciences,48,0.6271186440677966,1347
1946,Agricultural and Biological Sciences,16,0.9444444444444444,664
1946,Arts and Humanities,35,1.0,1621
1946,"Biochemistry, Genetics and Molecular Biology",11,0.7142857142857143,288
1946,"Business, Management and Accounting",1,0.0,0
1946,Chemistry,2,0.75,214
1946,Computer Science,4,1.0,127
1946,Decision Sciences,2,1.0,23
1946,Earth and Planetary Sciences,1,0.0,0
1946,"Economics, Econometrics and Finance",8,0.625,219
1946,Engineering,9,0.9090909090909091,528
1946,Environmental Science,5,0.6,213
1946,Health Professions,21,0.9130434782608695,288
1946,Materials Science,5,0.5,76
1946,Mathematics,2,1.0,169
1946,Medicine,91,0.9285714285714286,1412
1946,Neuroscience,1,0.0,0
1946,Nursing,3,0.75,45
1946,Physics and Astronomy,8,0.75,166
1946,Psychology,8,0.875,174
1946,Social Sciences,41,0.8431372549019608,1387
1946,Veterinary,1,1.0,6
1947,Agricultural and Biological Sciences,15,0.9565217391304348,699
1947,Arts and Humanities,56,0.9166666666666666,1692
1947,"Biochemistry, Genetics and Molecular Biology",16,0.6956521739130435,312
1947,"Business, Management and Accounting",5,1.0,176
1947,Chemistry,5,0.5714285714285714,220
1947,Computer Science,6,0.7142857142857143,137
1947,Decision Sciences,3,0.4,25
1947,Dentistry,2,0.0,0
1947,Earth and Planetary Sciences,1,1.0,139
1947,"Economics, Econometrics and Finance",7,0.875,226
1947,Engineering,21,0.68,548
1947,Environmental Science,6,0.7142857142857143,218
1947,Health Professions,21,0.7727272727272727,311
1947,Immunology and Microbiology,5,0.7142857142857143,40
1947,Materials Science,3,0.75,80
1947,Mathematics,4,0.5,171
1947,Medicine,128,0.8950276243093923,1584
1947,Neuroscience,5,0.0,0
1947,Nursing,5,0.5,48
1947,"Pharmacology, Toxicology and Pharmaceutics",3,0.0,0
1947,Physics and Astronomy,3,1.0,170
1947,Psychology,8,0.8,182
1947,Social Sciences,65,0.7875,1452
1947,Veterinary,2,0.0,0
1948,Agricultural and Biological Sciences,27,0.8823529411764706,733
1948,Arts and Humanities,43,0.95,1754
1948,"Biochemistry, Genetics and Molecular Biology",21,0.68,338
1948,"Business, Management and Accounting",6,0.8333333333333334,181
1948,Chemical Engineering,1,1.0,128
1948,Chemistry,11,1.0,244
1948,Computer Science,10,0.9333333333333333,152
1948,Decision Sciences,5,0.5,28
1948,Dentistry,1,1.0,25
1948,Earth and Planetary Sciences,6,0.625,144
1948,"Economics, Econometrics and Finance",3,0.6666666666666666,228
1948,Energy,1,0.0,0
1948,Engineering,26,0.95,592
1948,Environmental Science,11,0.7692307692307693,232
1948,Health Professions,14,0.75,326
1948,Immunology and Microbiology,8,0.2727272727272727,43
1948,Materials Science,7,0.7777777777777778,87
1948,Mathematics,5,1.0,176
1948,Medicine,125,0.936046511627907,1757
1948,Neuroscience,5,0.8571428571428571,49
1948,Nursing,2,1.0,51
1948,"Pharmacology, Toxicology and Pharmaceutics",1,0.0,0
1948,Physics and Astronomy,12,0.4117647058823529,179
1948,Psychology,13,0.75,194
1948,Social Sciences,61,0.8939393939393939,1512
1948,Veterinary,5,0.8571428571428571,12
1949,Agricultural and Biological Sciences,17,0.8461538461538461,763
1949,Arts and Humanities,56,0.9253731343283582,1830
1949,"Biochemistry, Genetics and Molecular Biology",15,0.6785714285714286,367
1949,"Business, Management and Accounting",5,0.75,187
1949,Chemistry,5,1.0,256
1949,Computer Science,3,0.4,155
1949,Decision Sciences,3,0.0,0
1949,Dentistry,1,1.0,26
1949,Earth and Planetary Sciences,7,1.0,155
1949,"Economics, Econometrics and Finance",6,0.8888888888888888,238
1949,Engineering,35,0.875,638
1949,Environmental Science,10,0.75,244
1949,Health Professions,17,0.6111111111111112,339
1949,Immunology and Microbiology,6,0.36363636363636365,48
1949,Materials Science,6,0.0,0
1949,Mathematics,3,1.0,179
1949,Medicine,119,0.9125,1913
1949,Neuroscience,7,0.36363636363636365,54
1949,Nursing,1,1.0,52
1949,"Pharmacology, Toxicology and Pharmaceutics",2,1.0,18
1949,Physics and Astronomy,7,0.8571428571428571,187
1949,Psychology,9,0.9285714285714286,208
1949,Social Sciences,69,0.8673469387755102,1597
1949,Veterinary,2,0.0,0
1950,Agricultural and Biological Sciences,54,0.9305555555555556,849
1950,Arts and Humanities,71,0.9375,1919
1950,"Biochemistry, Genetics and Molecular Biology",30,0.8541666666666666,415
1950,"Business, Management and Accounting",7,0.75,196
1950,Chemical Engineering,2,1.0,133
1950,Chemistry,9,0.9166666666666666,269
1950,Computer Science,6,0.625,162
1950,Decision Sciences,1,1.0,31
1950,Earth and Planetary Sciences,5,0.8333333333333334,160
1950,"Economics, Econometrics and Finance",10,0.5833333333333334,247
1950,Engineering,31,0.9743589743589743,683
1950,Environmental Science,16,0.8333333333333334,269
1950,Health Professions,16,0.5263157894736842,351
1950,Immunology and Microbiology,4,0.16666666666666666,52
1950,Materials Science,8,0.6363636363636364,95
1950,Mathematics,3,1.0,182
1950,Medicine,116,0.8863636363636364,2073
1950,Neuroscience,3,0.0,0
1950,Nursing,4,0.75,55
1950,"Pharmacology, Toxicology and Pharmaceutics",2,0.0,0
1950,Physics and Astronomy,6,0.375,190
1950,Psychology,8,0.7777777777777778,216
1950,Social Sciences,77,0.8061224489795918,1677
1950,Veterinary,2,0.3333333333333333,13
1951,Agricultural and Biological Sciences,16,0.96875,884
1951,Arts and Humanities,57,0.96,1997
1951,"Biochemistry, Genetics and Molecular Biology",15,0.9523809523809523,452
1951,"Business, Management and Accounting",7,0.9,206
1951,Chemical Engineering,4,1.0,139
1951,Chemistry,14,0.8181818181818182,291
1951,Computer Science,9,0.7692307692307693,177
1951,Decision Sciences,3,0.6666666666666666,33
1951,Dentistry,1,1.0,28
1951,Earth and Planetary Sciences,6,0.42857142857142855,162
1951,"Economics, Econometrics and Finance",9,0.9,256
1951,Engineering,25,0.8648648648648649,726
1951,Environmental Science,12,0.625,286
1951,Health Professions,16,0.8888888888888888,374
1951,Immunology and Microbiology,4,0.2,53
1951,Materials Science,9,0.8461538461538461,107
1951,Mathematics,5,0.875,189
1951,Medicine,114,0.8679245283018868,2214
1951,Neuroscience,6,0.3,59
1951,Nursing,5,0.6,58
1951,Physics and Astronomy,4,0.25,193
1951,Psychology,9,0.875,233
1951,Social Sciences,93,0.8173913043478261,1767
1952,Agricultural and Biological Sciences,25,0.95,931
1952,Arts and Humanities,54,0.8194444444444444,2068
1952,"Biochemistry, Genetics and Molecular Biology",16,0.9230769230769231,489
1952,"Business, Management and Accounting",6,0.8333333333333334,215
1952,Chemical Engineering,1,1.0,140
1952,Chemistry,16,1.0,318
1952,Computer Science,6,1.0,184
1952,Dentistry,2,0.6666666666666666,31
1952,Earth and Planetary Sciences,9,0.6666666666666666,170
1952,"Economics, Econometrics and Finance",8,0.625,262
1952,Energy,2,1.0,62
1952,Engineering,32,0.8888888888888888,767
1952,Environmental Science,17,0.8636363636363636,308
1952,Health Professions,14,0.631578947368421,389
1952,Immunology and Microbiology,7,0.4166666666666667,61
1952,Materials Science,7,0.4,112
1952,Mathematics,7,0.7142857142857143,194
1952,Medicine,92,0.8723404255319149,2345
1952,Neuroscience,3,0.7142857142857143,66
1952,Nursing,2,1.0,63
1952,"Pharmacology, Toxicology and Pharmaceutics",2,0.0,0
1952,Physics and Astronomy,13,0.5882352941176471,203
1952,Psychology,11,0.7142857142857143,244
1952,Social Sciences,81,0.8842105263157894,1854
1952,Veterinary,1,0.0,0
1953,Agricultural and Biological Sciences,1,1.0,932
1953,Engineering,2,1.0,773
1953,Environmental Science,1,1.0,309
1953,Materials Science,2,0.6666666666666666,114
1953,Mathematics,1,1.0,195
1953,Medicine,4,0.8888888888888888,2353
1953,Psychology,1,1.0,245
1954,Agricultural and Biological Sciences,13,1.0,956
1954,Arts and Humanities,55,0.8888888888888888,2137
1954,"Biochemistry, Genetics and Molecular Biology",18,0.8888888888888888,522
1954,"Business, Management and Accounting",8,0.6666666666666666,223
1954,Chemical Engineering,1,1.0,143
1954,Chemistry,13,0.88,345
1954,Computer Science,7,0.3333333333333333,187
1954,Decision Sciences,1,1.0,34
1954,Dentistry,2,1.0,34
1954,Earth and Planetary Sciences,10,0.5454545454545454,178
1954,"Economics, Econometrics and Finance",13,0.7142857142857143,271
1954,Engineering,27,0.9142857142857143,811
1954,Environmental Science,19,0.6785714285714286,327
1954,Health Professions,12,0.7692307692307693,401
1954,Immunology and Microbiology,2,1.0,64
1954,Materials Science,7,0.7272727272727273,124
1954,Mathematics,4,1.0,199
1954,Medicine,93,0.9172413793103448,2489
1954,Neuroscience,5,0.8333333333333334,72
1954,Nursing,6,0.375,66
1954,"Pharmacology, Toxicology and Pharmaceutics",1,0.0,0
1954,Physics and Astronomy,11,0.4666666666666667,212
1954,Psychology,8,0.8888888888888888,255
1954,Social Sciences,77,0.7888888888888889,1935
1955,Agricultural and Biological Sciences,22,0.7586206896551724,984
1955,Arts and Humanities,59,0.9305555555555556,2210
1955,"Biochemistry, Genetics and Molecular Biology",11,0.8709677419354839,568
1955,"Business, Management and Accounting",7,0.75,230
1955,Chemical Engineering,4,0.875,151
1955,Chemistry,10,0.7692307692307693,359
1955,Computer Science,7,0.7142857142857143,196
1955,Decision Sciences,5,0.6666666666666666,38
1955,Dentistry,3,0.5714285714285714,38
1955,Earth and Planetary Sciences,2,1.0,182
1955,"Economics, Econometrics and Finance",5,1.0,283
1955,Energy,1,0.0,0
1955,Engineering,40,0.9122807017543859,875
1955,Environmental Science,18,0.6451612903225806,351
1955,Health Professions,16,0.84,428
1955,Immunology and Microbiology,5,1.0,72
1955,Materials Science,12,0.7894736842105263,139
1955,Mathematics,7,0.7777777777777778,205
1955,Medicine,109,0.9158415841584159,2683
1955,Neuroscience,4,0.6666666666666666,76
1955,Nursing,3,0.8,70
1955,"Pharmacology, Toxicology and Pharmaceutics",1,0.0,0
1955,Physics and Astronomy,10,0.7142857142857143,224
1955,Psychology,8,0.75,266
1955,Social Sciences,80,0.7659574468085106,2010
1955,Veterinary,1,0.0,0
1956,Agricultural and Biological Sciences,23,1.0,1052
1956,Arts and Humanities,61,0.9066666666666666,2290
1956,"Biochemistry, Genetics and Molecular Biology",19,0.96875,605
1956,"Business, Management and Accounting",7,0.75,236
1956,Chemistry,14,0.8095238095238095,377
1956,Computer Science,7,0.8571428571428571,202
1956,Decision Sciences,4,0.75,42
1956,Earth and Planetary Sciences,2,1.0,186
1956,"Economics, Econometrics and Finance",8,1.0,295
1956,Energy,3,1.0,67
1956,Engineering,37,0.9375,927
1956,Environmental Science,15,0.2037037037037037,365
1956,Health Professions,16,0.7777777777777778,443
1956,Immunology and Microbiology,7,0.9230769230769231,84
1956,Materials Science,2,1.0,142
1956,Mathematics,5,1.0,215
1956,Medicine,99,0.9017341040462428,2836
1956,Neuroscience,8,0.9411764705882353,92
1956,Nursing,3,0.3333333333333333,71
1956,"Pharmacology, Toxicology and Pharmaceutics",1,1.0,22
1956,Physics and Astronomy,6,0.7142857142857143,230
1956,Psychology,11,0.7333333333333333,277
1956,Social Sciences,87,0.86,2092
1956,Veterinary,1,1.0,15
1957,Agricultural and Biological Sciences,34,0.8727272727272727,1114
1957,Arts and Humanities,58,1.0,2367
1957,"Biochemistry, Genetics and Molecular Biology",21,0.6666666666666666,651
1957,"Business, Management and Accounting",6,1.0,246
1957,Chemical Engineering,3,1.0,155
1957,Chemistry,14,0.9090909090909091,405
1957,Computer Science,9,0.9090909090909091,212
1957,Decision Sciences,1,1.0,43
1957,Dentistry,1,1.0,42
1957,Earth and Planetary Sciences,6,0.5714285714285714,192
1957,"Economics, Econometrics and Finance",9,0.9230769230769231,308
1957,Energy,2,0.3333333333333333,68
1957,Engineering,33,0.8363636363636363,993
1957,Environmental Science,12,0.6923076923076923,373
1957,Health Professions,9,0.8333333333333334,454
1957,Immunology and Microbiology,3,0.3,91
1957,Materials Science,13,0.5,162
1957,Mathematics,8,0.5,220
1957,Medicine,116,0.8854166666666666,3011
1957,Nursing,4,0.0,0
1957,"Pharmacology, Toxicology and Pharmaceutics",3,0.0,0
1957,Physics and Astronomy,17,0.42857142857142855,238
1957,Psychology,9,0.6923076923076923,286
1957,Social Sciences,85,0.8095238095238095,2179
1958,Agricultural and Biological Sciences,34,0.8958333333333334,1168
1958,Arts and Humanities,60,0.922077922077922,2451
1958,"Biochemistry, Genetics and Molecular Biology",28,0.7317073170731707,690
1958,"Business, Management and Accounting",5,1.0,258
1958,Chemical Engineering,1,1.0,157
1958,Chemistry,12,1.0,433
1958,Computer Science,6,1.0,225
1958,Decision Sciences,1,1.0,45
1958,Dentistry,1,1.0,43
1958,Earth and Planetary Sciences,17,0.8846153846153846,215
1958,"Economics, Econometrics and Finance",13,0.7857142857142857,319
1958,Energy,1,0.0,0
1958,Engineering,48,0.8947368421052632,1078
1958,Environmental Science,14,0.6842105263157895,387
1958,Health Professions,19,0.88,478
1958,Immunology and Microbiology,7,0.75,100
1958,Materials Science,10,0.5555555555555556,172
1958,Mathematics,6,0.5,223
1958,Medicine,113,0.8909952606635071,3206
1958,Neuroscience,1,1.0,95
1958,Nursing,4,0.4,74
1958,"Pharmacology, Toxicology and Pharmaceutics",1,0.0,0
1958,Physics and Astronomy,23,0.7222222222222222,265
1958,Psychology,12,0.6666666666666666,296
1958,Social Sciences,70,0.8275862068965517,2253
1958,Veterinary,2,1.0,25
1959,Agricultural and Biological Sciences,35,0.9090909090909091,1233
1959,Arts and Humanities,76,0.945054945054945,2547
1959,"Biochemistry, Genetics and Molecular Biology",23,0.6285714285714286,737
1959,"Business, Management and Accounting",11,0.5714285714285714,267
1959,Chemical Engineering,8,0.7333333333333333,168
1959,Chemistry,11,1.0,463
1959,Computer Science,8,0.75,234
1959,Decision Sciences,2,0.5,47
1959,Earth and Planetary Sciences,7,0.8571428571428571,221
1959,"Economics, Econometrics and Finance",8,0.75,329
1959,Energy,3,0.4,71
1959,Engineering,59,0.8641975308641975,1163
1959,Environmental Science,12,0.5882352941176471,401
1959,Health Professions,11,0.6428571428571429,491
1959,Immunology and Microbiology,10,0.4166666666666667,109
1959,Materials Science,14,0.391304347826087,182
1959,Mathematics,9,0.7777777777777778,229
1959,Medicine,106,0.9215686274509803,3402
1959,Neuroscience,9,0.5454545454545454,101
1959,Nursing,5,0.625,80
1959,"Pharmacology, Toxicology and Pharmaceutics",4,0.2727272727272727,25
1959,Physics and Astronomy,16,0.8333333333333334,286
1959,Psychology,8,0.625,303
1959,Social Sciences,79,0.75,2331
1959,Veterinary,1,1.0,27
1960,Agricultural and Biological Sciences,73,0.9607843137254902,1363
1960,Arts and Humanities,85,0.8829787234042553,2641
1960,"Biochemistry, Genetics and Molecular Biology",26,0.6521739130434783,777
1960,"Business, Management and Accounting",8,0.875,275
1960,Chemical Engineering,3,0.6,172
1960,Chemistry,15,0.9047619047619048,490
1960,Computer Science,17,0.9,256
1960,Decision Sciences,5,0.7142857142857143,53
1960,Dentistry,1,1.0,44
1960,Earth and Planetary Sciences,7,0.5714285714285714,231
1960,"Economics, Econometrics and Finance",8,0.9166666666666666,339
1960,Energy,2,0.0,0
1960,Engineering,60,0.9166666666666666,1266
1960,Environmental Science,21,0.6285714285714286,438
1960,Health Professions,18,0.7142857142857143,511
1960,Immunology and Microbiology,2,1.0,113
1960,Materials Science,15,0.6666666666666666,200
1960,Mathematics,4,0.75,234
1960,Medicine,113,0.8907103825136612,3576
1960,Neuroscience,5,0.16666666666666666,102
1960,Nursing,6,1.0,88
1960,"Pharmacology, Toxicology and Pharmaceutics",2,0.0,0
1960,Physics and Astronomy,16,0.75,305
1960,Psychology,15,0.6666666666666666,322
1960,Social Sciences,94,0.7815126050420168,2421
1960,Veterinary,5,0.35294117647058826,33
1961,Agricultural and Biological Sciences,29,1.0,1417
1961,Arts and Humanities,72,0.8780487804878049,2729
1961,"Biochemistry, Genetics and Molecular Biology",27,0.8,826
1961,"Business, Management and Accounting",4,0.8333333333333334,284
1961,Chemical Engineering,3,1.0,178
1961,Chemistry,14,0.8333333333333334,513
1961,Computer Science,5,0.6666666666666666,265
1961,Decision Sciences,5,0.4,57
1961,Earth and Planetary Sciences,8,0.7777777777777778,242
1961,"Economics, Econometrics and Finance",18,0.9047619047619048,364
1961,Energy,2,0.5,72
1961,Engineering,54,0.8928571428571429,1360
