pub_year,topic_field_display_name,num_publications,cross_collaboration_metric,authors
1961,Environmental Science,22,0.59375,457
1961,Health Professions,14,0.8636363636363636,533
1961,Immunology and Microbiology,6,0.6666666666666666,124
1961,Materials Science,9,0.6153846153846154,209
1961,Mathematics,3,0.3333333333333333,237
1961,Medicine,129,0.9244604316546763,3829
1961,Neuroscience,6,0.7692307692307693,112
1961,Nursing,4,0.8333333333333334,93
1961,"Pharmacology, Toxicology and Pharmaceutics",1,0.0,0
1961,Physics and Astronomy,25,0.782608695652174,342
1961,Psychology,18,0.782608695652174,342
1961,Social Sciences,104,0.8360655737704918,2520
1962,Agricultural and Biological Sciences,39,0.9464285714285714,1479
1962,Arts and Humanities,88,0.9433962264150944,2848
1962,"Biochemistry, Genetics and Molecular Biology",26,0.75,885
1962,"Business, Management and Accounting",13,0.9285714285714286,301
1962,Chemical Engineering,2,1.0,183
1962,Chemistry,18,0.9230769230769231,552
1962,Computer Science,8,0.9,278
1962,Decision Sciences,4,0.5,60
1962,Earth and Planetary Sciences,7,0.8,252
1962,"Economics, Econometrics and Finance",18,0.8947368421052632,399
1962,Energy,2,0.5,78
1962,Engineering,71,0.888,1489
1962,Environmental Science,17,0.42424242424242425,474
1962,Health Professions,20,0.8846153846153846,561
1962,Immunology and Microbiology,3,0.6666666666666666,129
1962,Materials Science,18,0.6666666666666666,232
1962,Mathematics,6,0.42857142857142855,242
1962,Medicine,126,0.8935185185185185,4034
1962,Neuroscience,6,0.5454545454545454,118
1962,Nursing,3,0.8333333333333334,98
1962,"Pharmacology, Toxicology and Pharmaceutics",3,0.7142857142857143,30
1962,Physics and Astronomy,30,0.7111111111111111,372
1962,Psychology,17,0.6842105263157895,356
1962,Social Sciences,94,0.7606837606837606,2614
1962,Veterinary,1,0.0,0
1963,Agricultural and Biological Sciences,33,0.9038461538461539,1536
1963,Arts and Humanities,86,0.900990099009901,2961
1963,"Biochemistry, Genetics and Molecular Biology",24,0.8235294117647058,942
1963,"Business, Management and Accounting",10,0.9230769230769231,320
1963,Chemical Engineering,7,0.9166666666666666,195
1963,Chemistry,28,0.9622641509433962,624
1963,Computer Science,15,0.65,294
1963,Decision Sciences,2,0.0,0
1963,Dentistry,1,1.0,48
1963,Earth and Planetary Sciences,7,1.0,262
1963,"Economics, Econometrics and Finance",15,0.8461538461538461,445
1963,Energy,1,0.0,0
1963,Engineering,68,0.918918918918919,1613
1963,Environmental Science,16,0.5909090909090909,492
1963,Health Professions,8,0.21739130434782608,572
1963,Immunology and Microbiology,6,0.7272727272727273,137
1963,Materials Science,26,0.4090909090909091,252
1963,Mathematics,5,0.3333333333333333,245
1963,Medicine,130,0.8685258964143426,4255
1963,Neuroscience,5,0.75,125
1963,Nursing,1,0.0,0
1963,"Pharmacology, Toxicology and Pharmaceutics",2,0.5714285714285714,34
1963,Physics and Astronomy,24,0.8,401
1963,Psychology,16,0.6666666666666666,374
1963,Social Sciences,110,0.796875,2717
1963,Veterinary,2,0.0,0
1964,Agricultural and Biological Sciences,48,0.9090909090909091,1660
1964,Arts and Humanities,85,0.9029126213592233,3068
1964,"Biochemistry, Genetics and Molecular Biology",42,0.6923076923076923,1025
1964,"Business, Management and Accounting",5,0.3333333333333333,325
1964,Chemical Engineering,2,1.0,199
1964,Chemistry,21,0.8604651162790697,675
1964,Computer Science,12,0.8333333333333334,321
1964,Decision Sciences,3,0.6666666666666666,63
1964,Dentistry,4,0.8,52
1964,Earth and Planetary Sciences,11,0.5882352941176471,274
1964,"Economics, Econometrics and Finance",10,0.6363636363636364,454
1964,Energy,1,0.0,0
1964,Engineering,75,0.8547008547008547,1740
1964,Environmental Science,14,0.7368421052631579,508
1964,Health Professions,16,0.7272727272727273,595
1964,Immunology and Microbiology,9,0.5,150
1964,Materials Science,20,0.43137254901960786,279
1964,Mathematics,10,0.7,251
1964,Medicine,185,0.9088145896656535,4577
1964,Neuroscience,10,0.6190476190476191,139
1964,Nursing,3,0.5,101
1964,"Pharmacology, Toxicology and Pharmaceutics",2,0.0,0
1964,Physics and Astronomy,16,0.8181818181818182,419
1964,Psychology,18,0.7,387
1964,Social Sciences,121,0.8188405797101449,2832
1964,Veterinary,2,0.0,0
1965,Agricultural and Biological Sciences,43,0.8923076923076924,1736
1965,Arts and Humanities,99,0.9516129032258065,3182
1965,"Biochemistry, Genetics and Molecular Biology",29,0.7419354838709677,1097
1965,"Business, Management and Accounting",9,0.9090909090909091,338
1965,Chemistry,14,0.9375,713
1965,Computer Science,16,0.5555555555555556,348
1965,Decision Sciences,9,0.7777777777777778,78
1965,Dentistry,5,0.9,65
1965,Earth and Planetary Sciences,13,0.7058823529411765,286
1965,"Economics, Econometrics and Finance",12,0.5714285714285714,463
1965,Energy,5,0.5714285714285714,83
1965,Engineering,75,0.8842975206611571,1870
1965,Environmental Science,17,0.8846153846153846,531
1965,Health Professions,30,0.8536585365853658,636
1965,Immunology and Microbiology,8,0.5454545454545454,160
1965,Materials Science,13,0.6666666666666666,297
1965,Mathematics,9,0.8461538461538461,264
1965,Medicine,184,0.9137931034482759,4912
1965,Neuroscience,6,0.6923076923076923,148
1965,Nursing,2,0.5,102
1965,"Pharmacology, Toxicology and Pharmaceutics",7,0.2777777777777778,39
1965,Physics and Astronomy,26,0.55,442
1965,Psychology,12,0.875,401
1965,Social Sciences,118,0.8863636363636364,2940
1965,Veterinary,3,0.125,36
1966,Agricultural and Biological Sciences,40,0.9850746268656716,1798
1966,Arts and Humanities,83,0.9433962264150944,3296
1966,"Biochemistry, Genetics and Molecular Biology",34,0.8088235294117647,1178
1966,"Business, Management and Accounting",11,0.8461538461538461,350
1966,Chemical Engineering,1,0.0,0
1966,Chemistry,17,0.7407407407407407,748
1966,Computer Science,13,0.6666666666666666,363
1966,Decision Sciences,5,0.6,81
1966,Dentistry,2,0.5,68
1966,Earth and Planetary Sciences,12,0.625,299
1966,"Economics, Econometrics and Finance",22,0.7037037037037037,485
1966,Energy,1,1.0,88
1966,Engineering,62,0.8189655172413793,1991
1966,Environmental Science,18,0.7222222222222222,558
1966,Health Professions,23,0.84375,663
1966,Immunology and Microbiology,6,0.3333333333333333,168
1966,Materials Science,10,0.6666666666666666,321
1966,Mathematics,10,1.0,278
1966,Medicine,133,0.8745644599303136,5171
1966,Neuroscience,9,0.26666666666666666,152
1966,Nursing,4,0.8,106
1966,"Pharmacology, Toxicology and Pharmaceutics",3,0.16666666666666666,40
1966,Physics and Astronomy,28,0.6739130434782609,476
1966,Psychology,7,0.8571428571428571,410
1966,Social Sciences,114,0.7835820895522388,3051
1966,Veterinary,4,0.5,43
1967,Agricultural and Biological Sciences,40,0.9672131147540983,1870
1967,Arts and Humanities,108,0.916030534351145,3427
1967,"Biochemistry, Genetics and Molecular Biology",33,0.7540983606557377,1254
1967,"Business, Management and Accounting",2,1.0,355
1967,Chemical Engineering,1,1.0,208
1967,Chemistry,24,0.8571428571428571,787
1967,Computer Science,11,0.6923076923076923,383
1967,Decision Sciences,3,0.6666666666666666,84
1967,Dentistry,2,1.0,75
1967,Earth and Planetary Sciences,12,0.7894736842105263,317
1967,"Economics, Econometrics and Finance",16,0.8823529411764706,500
1967,Engineering,65,0.8198198198198198,2105
1967,Environmental Science,15,0.7368421052631579,576
1967,Health Professions,20,0.8666666666666667,693
1967,Immunology and Microbiology,3,1.0,175
1967,Materials Science,11,0.5789473684210527,342
1967,Mathematics,9,0.8888888888888888,289
1967,Medicine,164,0.9002849002849003,5511
1967,Neuroscience,9,0.14814814814814814,157
1967,Nursing,7,0.16666666666666666,109
1967,"Pharmacology, Toxicology and Pharmaceutics",5,0.375,43
1967,Physics and Astronomy,23,0.6410256410256411,504
1967,Psychology,10,0.8181818181818182,423
1967,Social Sciences,131,0.8848684210526315,3313
1967,Veterinary,4,1.0,53
1968,Agricultural and Biological Sciences,44,0.9873417721518988,1972
1968,Arts and Humanities,84,0.9705882352941176,3548
1968,"Biochemistry, Genetics and Molecular Biology",31,0.7384615384615385,1324
1968,"Business, Management and Accounting",5,0.16666666666666666,363
1968,Chemical Engineering,4,0.7777777777777778,219
1968,Chemistry,19,0.8043478260869565,836
1968,Computer Science,21,0.8888888888888888,413
1968,Decision Sciences,7,0.75,91
1968,Dentistry,2,0.3333333333333333,78
1968,Earth and Planetary Sciences,9,0.9285714285714286,335
1968,"Economics, Econometrics and Finance",18,0.6410256410256411,530
1968,Energy,2,0.6666666666666666,90
1968,Engineering,63,0.9292035398230089,2234
1968,Environmental Science,29,0.6097560975609756,604
1968,Health Professions,26,0.9,737
1968,Immunology and Microbiology,8,0.85,192
1968,Materials Science,19,0.6829268292682927,372
1968,Mathematics,14,0.8125,304
1968,Medicine,151,0.887240356083086,5812
1968,Neuroscience,5,0.8823529411764706,172
1968,Nursing,3,0.5,118
1968,"Pharmacology, Toxicology and Pharmaceutics",7,0.3076923076923077,50
1968,Physics and Astronomy,25,0.6571428571428571,532
1968,Psychology,18,0.5238095238095238,436
1968,Social Sciences,129,0.7483443708609272,3424
1968,Veterinary,3,0.6666666666666666,57
1969,Agricultural and Biological Sciences,35,0.9555555555555556,2028
1969,Arts and Humanities,96,0.9327731092436975,3683
1969,"Biochemistry, Genetics and Molecular Biology",38,0.7528089887640449,1416
1969,"Business, Management and Accounting",16,0.5263157894736842,374
1969,Chemistry,16,0.8620689655172413,870
1969,Computer Science,25,0.75,453
1969,Decision Sciences,5,0.7142857142857143,96
1969,Dentistry,2,0.5,87
1969,Earth and Planetary Sciences,16,0.7619047619047619,356
1969,"Economics, Econometrics and Finance",11,0.7333333333333333,544
1969,Engineering,91,0.8333333333333334,2431
1969,Environmental Science,20,0.7857142857142857,628
1969,Health Professions,34,0.8870967741935484,804
1969,Immunology and Microbiology,5,0.42857142857142855,199
1969,Materials Science,28,0.34328358208955223,403
1969,Mathematics,16,0.5714285714285714,317
1969,Medicine,172,0.9030470914127424,6154
1969,Neuroscience,8,0.5,179
1969,Nursing,3,0.6,121
1969,"Pharmacology, Toxicology and Pharmaceutics",5,0.9090909090909091,62
1969,Physics and Astronomy,41,0.7058823529411765,587
1969,Psychology,23,0.6363636363636364,459
1969,Social Sciences,127,0.8545454545454545,3569
1969,Veterinary,2,0.14285714285714285,58
1970,Agricultural and Biological Sciences,109,0.9361702127659575,2255
1970,Arts and Humanities,113,0.951048951048951,3840
1970,"Biochemistry, Genetics and Molecular Biology",52,0.5968992248062015,1533
1970,"Business, Management and Accounting",18,0.896551724137931,408
1970,Chemical Engineering,2,1.0,229
1970,Chemistry,98,0.921161825726141,1145
1970,Computer Science,20,0.7666666666666667,492
1970,Decision Sciences,5,1.0,112
1970,Dentistry,3,0.6666666666666666,94
1970,Earth and Planetary Sciences,18,0.696969696969697,393
1970,"Economics, Econometrics and Finance",22,0.7391304347826086,567
1970,Energy,5,0.5714285714285714,95
1970,Engineering,110,0.8026315789473685,2653
1970,Environmental Science,38,0.5774647887323944,677
1970,Health Professions,28,0.7307692307692307,852
1970,Immunology and Microbiology,5,0.9166666666666666,218
1970,Materials Science,27,0.39622641509433965,432
1970,Mathematics,13,0.5238095238095238,328
1970,Medicine,151,0.8840579710144928,6473
1970,Neuroscience,7,0.8666666666666667,192
1970,Nursing,2,1.0,123
1970,"Pharmacology, Toxicology and Pharmaceutics",10,0.15789473684210525,65
1970,Physics and Astronomy,34,0.746268656716418,642
1970,Psychology,24,0.5555555555555556,477
1970,Social Sciences,188,0.8201754385964912,3756
1970,Veterinary,4,0.5,67
1971,Agricultural and Biological Sciences,54,0.898876404494382,2343
1971,Arts and Humanities,102,0.9512195121951219,3974
1971,"Biochemistry, Genetics and Molecular Biology",45,0.660377358490566,1649
1971,"Business, Management and Accounting",11,0.8181818181818182,427
1971,Chemical Engineering,5,0.5714285714285714,237
1971,Chemistry,89,0.9120370370370371,1374
1971,Computer Science,19,0.5238095238095238,512
1971,Decision Sciences,9,0.6,122
1971,Dentistry,2,1.0,100
1971,Earth and Planetary Sciences,14,0.8695652173913043,420
1971,"Economics, Econometrics and Finance",21,0.8571428571428571,588
1971,Energy,3,0.5,101
1971,Engineering,99,0.9211822660098522,2868
1971,Environmental Science,22,0.7297297297297297,709
1971,Health Professions,26,0.8723404255319149,908
1971,Immunology and Microbiology,5,0.18181818181818182,224
1971,Materials Science,30,0.4057971014492754,461
1971,Mathematics,9,0.8333333333333334,337
1971,Medicine,152,0.8955223880597015,6791
1971,Neuroscience,4,0.2,193
1971,Nursing,3,0.8,127
1971,"Pharmacology, Toxicology and Pharmaceutics",9,0.15,72
1971,Physics and Astronomy,44,0.8589743589743589,715
1971,Psychology,14,0.7692307692307693,499
1971,Social Sciences,149,0.7377049180327869,3895
1971,Veterinary,1,0.0,0
1972,"Biochemistry, Genetics and Molecular Biology",1,0.2,1650
1973,Agricultural and Biological Sciences,42,0.9411764705882353,2428
1973,Arts and Humanities,114,0.9097222222222222,4137
1973,"Biochemistry, Genetics and Molecular Biology",47,0.66,1746
1973,"Business, Management and Accounting",8,0.8,445
1973,Chemical Engineering,4,0.75,246
1973,Chemistry,70,0.903954802259887,1586
1973,Computer Science,34,0.7674418604651163,552
1973,Decision Sciences,4,0.8,127
1973,Earth and Planetary Sciences,12,0.6666666666666666,446
1973,"Economics, Econometrics and Finance",23,0.5,606
1973,Energy,4,0.1111111111111111,102
1973,Engineering,88,0.8795811518324608,3053
1973,Environmental Science,26,0.75,744
1973,Health Professions,33,0.6153846153846154,955
1973,Immunology and Microbiology,9,0.29411764705882354,229
1973,Materials Science,33,0.6794871794871795,517
1973,Mathematics,8,0.6666666666666666,345
1973,Medicine,149,0.9145299145299145,7129
1973,Neuroscience,7,0.5454545454545454,199
1973,Nursing,3,0.75,130
1973,"Pharmacology, Toxicology and Pharmaceutics",7,0.375,78
1973,Physics and Astronomy,52,0.8819444444444444,847
1973,Psychology,27,0.5263157894736842,521
1973,Social Sciences,194,0.7815126050420168,4093
1973,Veterinary,1,1.0,68
1974,Agricultural and Biological Sciences,52,0.9186046511627907,2513
1974,Arts and Humanities,110,0.9558823529411765,4272
1974,"Biochemistry, Genetics and Molecular Biology",36,0.6741573033707865,1836
1974,"Business, Management and Accounting",12,0.9523809523809523,474
1974,Chemical Engineering,8,0.6111111111111112,264
1974,Chemistry,72,0.9740932642487047,1825
1974,Computer Science,27,0.75,595
1974,Decision Sciences,5,0.7142857142857143,134
1974,Dentistry,3,0.5714285714285714,104
1974,Earth and Planetary Sciences,15,0.47619047619047616,461
1974,"Economics, Econometrics and Finance",21,0.76,630
1974,Energy,4,1.0,109
1974,Engineering,97,0.8134715025906736,3244
1974,Environmental Science,23,0.7804878048780488,782
1974,Health Professions,28,0.7209302325581395,1001
1974,Immunology and Microbiology,4,0.2857142857142857,231
1974,Materials Science,29,0.4857142857142857,565
1974,Mathematics,16,0.9444444444444444,364
1974,Medicine,123,0.8766666666666667,7427
1974,Neuroscience,5,0.4166666666666667,207
1974,Nursing,8,0.8181818181818182,148
1974,"Pharmacology, Toxicology and Pharmaceutics",5,0.05555555555555555,79
1974,Physics and Astronomy,39,0.625,900
1974,Psychology,19,0.8095238095238095,536
1974,Social Sciences,177,0.8226600985221675,4261
1975,Agricultural and Biological Sciences,1,1.0,2516
1975,"Business, Management and Accounting",1,1.0,475
1975,Chemical Engineering,1,0.0,0
1975,Computer Science,4,0.6666666666666666,600
1975,Decision Sciences,1,0.0,0
1975,Engineering,2,0.4,3247
1975,Mathematics,1,1.0,366
1976,Agricultural and Biological Sciences,37,0.9814814814814815,2605
1976,Arts and Humanities,127,0.8654970760233918,4448
1976,"Biochemistry, Genetics and Molecular Biology",44,0.7619047619047619,1963
1976,"Business, Management and Accounting",20,0.85,503
1976,Chemical Engineering,4,0.3333333333333333,277
1976,Chemistry,53,0.8872180451127819,1979
1976,Computer Science,34,0.7222222222222222,653
1976,Decision Sciences,5,1.0,143
1976,Dentistry,2,1.0,110
1976,Earth and Planetary Sciences,21,0.5142857142857142,484
1976,"Economics, Econometrics and Finance",28,0.59375,651
1976,Energy,9,0.3333333333333333,119
1976,Engineering,156,0.8729641693811075,3552
1976,Environmental Science,33,0.5740740740740741,814
1976,Health Professions,36,0.8032786885245902,1062
1976,Immunology and Microbiology,8,0.5,246
1976,Materials Science,26,0.5932203389830508,614
1976,Mathematics,13,0.8235294117647058,384
1976,Medicine,158,0.8848167539267016,7771
1976,Neuroscience,9,0.9130434782608695,234
1976,Nursing,2,0.0,0
1976,"Pharmacology, Toxicology and Pharmaceutics",8,0.13636363636363635,82
1976,Physics and Astronomy,58,0.8252427184466019,1004
1976,Psychology,19,0.76,556
1976,Social Sciences,171,0.7560975609756098,4439
1977,Agricultural and Biological Sciences,58,0.8913043478260869,2701
1977,Arts and Humanities,107,0.9047619047619048,4583
1977,"Biochemistry, Genetics and Molecular Biology",41,0.7592592592592593,2080
1977,"Business, Management and Accounting",14,0.7,524
1977,Chemical Engineering,7,0.8461538461538461,295
1977,Chemistry,65,0.9230769230769231,2190
1977,Computer Science,34,0.8360655737704918,713
1977,Decision Sciences,6,0.8333333333333334,148
1977,Dentistry,2,0.5,111
1977,Earth and Planetary Sciences,18,0.72,509
1977,"Economics, Econometrics and Finance",26,0.7692307692307693,683
1977,Energy,13,0.5714285714285714,134
1977,Engineering,134,0.8390804597701149,3821
1977,Environmental Science,29,0.68,849
1977,Health Professions,37,0.7636363636363637,1110
1977,Immunology and Microbiology,6,0.8333333333333334,264
1977,Materials Science,27,0.48,667
1977,Mathematics,13,0.875,402
1977,Medicine,178,0.8680555555555556,8179
1977,Neuroscience,13,0.5,254
1977,Nursing,3,0.6666666666666666,154
1977,"Pharmacology, Toxicology and Pharmaceutics",6,0.14285714285714285,84
1977,Physics and Astronomy,43,0.6813186813186813,1079
1977,Psychology,14,0.5625,569
1977,Social Sciences,180,0.8523809523809524,4634
1978,Agricultural and Biological Sciences,53,0.9279279279279279,2842
1978,Arts and Humanities,137,0.8953488372093024,4760
1978,"Biochemistry, Genetics and Molecular Biology",36,0.7777777777777778,2184
1978,"Business, Management and Accounting",20,0.8787878787878788,559
1978,Chemical Engineering,4,0.5555555555555556,303
1978,Chemistry,67,0.9545454545454546,2401
1978,Computer Science,23,0.65625,747
1978,Decision Sciences,7,0.375,153
1978,Earth and Planetary Sciences,24,0.627906976744186,538
1978,"Economics, Econometrics and Finance",25,0.8181818181818182,713
1978,Energy,5,1.0,156
1978,Engineering,138,0.850187265917603,4100
1978,Environmental Science,48,0.5952380952380952,900
1978,Health Professions,44,0.6981132075471698,1157
1978,Immunology and Microbiology,9,0.6,278
1978,Materials Science,24,0.34328358208955223,698
1978,Mathematics,11,0.8571428571428571,415
1978,Medicine,153,0.9021164021164021,8524
1978,Neuroscience,12,0.782608695652174,273
1978,Nursing,9,0.2,157
1978,"Pharmacology, Toxicology and Pharmaceutics",5,0.3,87
1978,Physics and Astronomy,41,0.676056338028169,1136
1978,Psychology,19,0.6666666666666666,593
1978,Social Sciences,188,0.764,4840
1978,Veterinary,1,0.0,0
1979,Agricultural and Biological Sciences,43,0.9620253164556962,2944
1979,Arts and Humanities,123,0.9370629370629371,4918
1979,"Biochemistry, Genetics and Molecular Biology",45,0.7079646017699115,2322
1979,"Business, Management and Accounting",19,0.875,597
1979,Chemical Engineering,6,0.9166666666666666,316
1979,Chemistry,84,0.8963963963963963,2652
1979,Computer Science,32,0.625,794
1979,Decision Sciences,17,0.84,178
1979,Dentistry,3,0.8,124
1979,Earth and Planetary Sciences,21,0.7272727272727273,580
1979,"Economics, Econometrics and Finance",23,0.7666666666666667,742
1979,Energy,7,0.3,158
1979,Engineering,168,0.8735632183908046,4460
1979,Environmental Science,40,0.7397260273972602,962
1979,Health Professions,44,0.6944444444444444,1216
1979,Immunology and Microbiology,7,0.84,323
1979,Materials Science,24,0.5079365079365079,740
1979,Mathematics,11,1.0,427
1979,Medicine,173,0.8734439834024896,8955
1979,Neuroscience,8,0.5882352941176471,283
1979,Nursing,4,0.5,161
1979,"Pharmacology, Toxicology and Pharmaceutics",10,0.2608695652173913,93
1979,Physics and Astronomy,77,0.7894736842105263,1279
1979,Psychology,32,0.813953488372093,634
1979,Social Sciences,200,0.8210116731517509,5053
1979,Veterinary,4,0.1,69
1980,Agricultural and Biological Sciences,1,1.0,2945
1980,"Business, Management and Accounting",2,1.0,600
1980,Computer Science,3,1.0,799
1980,Engineering,3,1.0,4463
1980,Environmental Science,1,1.0,963
1980,Mathematics,1,1.0,429
1980,Medicine,1,1.0,8960
1980,Physics and Astronomy,2,0.3333333333333333,1280
1980,Psychology,2,0.6666666666666666,637
1980,Social Sciences,2,0.75,5056
1981,"Biochemistry, Genetics and Molecular Biology",2,0.6666666666666666,2324
1981,Engineering,1,1.0,4473
1981,Materials Science,1,0.0,0
1981,Physics and Astronomy,2,0.4,1282
1981,Psychology,1,1.0,638
1981,Social Sciences,1,1.0,5057
1982,Agricultural and Biological Sciences,63,0.9310344827586207,3099
1982,Arts and Humanities,133,0.9625,5096
1982,"Biochemistry, Genetics and Molecular Biology",46,0.7416666666666667,2483
1982,"Business, Management and Accounting",23,0.7647058823529411,634
1982,Chemical Engineering,5,0.26666666666666666,321
1982,Chemistry,57,0.8838709677419355,2821
1982,Computer Science,48,0.782051282051282,876
1982,Decision Sciences,8,0.8,188
1982,Dentistry,2,0.6666666666666666,126
1982,Earth and Planetary Sciences,30,0.84,658
1982,"Economics, Econometrics and Finance",22,0.75,770
1982,Energy,14,0.8709677419354839,193
1982,Engineering,155,0.8643533123028391,4801
1982,Environmental Science,46,0.5172413793103449,1011
1982,Health Professions,38,0.7741935483870968,1278
1982,Immunology and Microbiology,11,0.7,346
1982,Materials Science,39,0.7565217391304347,829
1982,Mathematics,12,0.8125,443
1982,Medicine,186,0.875219683655536,9446
1982,Neuroscience,7,0.6666666666666666,293
1982,Nursing,6,0.391304347826087,170
1982,"Pharmacology, Toxicology and Pharmaceutics",8,0.3181818181818182,100
1982,Physics and Astronomy,48,0.8222222222222222,1365
1982,Psychology,16,0.7222222222222222,653
1982,Social Sciences,204,0.8333333333333334,5275
1982,Veterinary,1,0.0,0
1983,Agricultural and Biological Sciences,57,0.9191919191919192,3233
1983,Arts and Humanities,154,0.9375,5308
1983,"Biochemistry, Genetics and Molecular Biology",43,0.7422680412371134,2600
1983,"Business, Management and Accounting",21,0.6071428571428571,666
1983,Chemical Engineering,7,0.7857142857142857,344
1983,Chemistry,79,0.831858407079646,3042
1983,Computer Science,44,0.8552631578947368,977
1983,Decision Sciences,10,0.5833333333333334,198
1983,Dentistry,2,0.0,0
1983,Earth and Planetary Sciences,30,0.6511627906976745,717
1983,"Economics, Econometrics and Finance",38,0.7291666666666666,809
1983,Energy,14,0.7692307692307693,217
1983,Engineering,166,0.8611111111111112,5182
1983,Environmental Science,35,0.3728813559322034,1043
1983,Health Professions,49,0.8,1351
1983,Immunology and Microbiology,7,0.375,360
1983,Materials Science,31,0.5142857142857142,875
1983,Mathematics,14,0.625,457
1983,Medicine,200,0.8808664259927798,9948
1983,Neuroscience,13,0.5652173913043478,306
1983,Nursing,6,0.4444444444444444,174
1983,"Pharmacology, Toxicology and Pharmaceutics",9,0.058823529411764705,103
1983,Physics and Astronomy,59,0.7547169811320755,1489
1983,Psychology,30,0.6923076923076923,681
1983,Social Sciences,247,0.8050314465408805,5554
1983,Veterinary,6,0.625,77
1984,Agricultural and Biological Sciences,67,0.9708029197080292,3415
1984,Arts and Humanities,171,0.9556650246305419,5552
1984,"Biochemistry, Genetics and Molecular Biology",47,0.6770186335403726,2752
1984,"Business, Management and Accounting",23,0.9444444444444444,717
1984,Chemical Engineering,4,1.0,381
1984,Chemistry,80,0.859375,3305
1984,Computer Science,44,0.7931034482758621,1062
1984,Decision Sciences,11,0.9,217
1984,Dentistry,2,0.3333333333333333,134
1984,Earth and Planetary Sciences,31,0.7213114754098361,773
1984,"Economics, Econometrics and Finance",38,0.8245614035087719,863
1984,Energy,9,0.5238095238095238,241
1984,Engineering,152,0.8471760797342193,5487
1984,Environmental Science,48,0.6590909090909091,1112
1984,Health Professions,38,0.7454545454545455,1413
1984,Immunology and Microbiology,11,0.72,394
1984,Materials Science,28,0.7164179104477612,923
1984,Mathematics,17,0.6666666666666666,473
1984,Medicine,193,0.8407534246575342,10462
1984,Neuroscience,16,0.7105263157894737,334
1984,Nursing,6,0.5,183
1984,"Pharmacology, Toxicology and Pharmaceutics",10,0.4857142857142857,125
1984,Physics and Astronomy,64,0.6323529411764706,1583
1984,Psychology,35,0.5365853658536586,703
1984,Social Sciences,260,0.7545454545454545,5808
1984,Veterinary,3,0.5,80
1985,Agricultural and Biological Sciences,69,0.9416058394160584,3611
1985,Arts and Humanities,166,0.9052132701421801,5799
1985,"Biochemistry, Genetics and Molecular Biology",50,0.7230769230769231,2901
1985,"Business, Management and Accounting",31,0.94,775
1985,Chemical Engineering,2,1.0,399
1985,Chemistry,78,0.9485981308411215,3559
1985,Computer Science,48,0.8172043010752689,1173
1985,Decision Sciences,7,0.42857142857142855,227
1985,Dentistry,4,1.0,149
1985,Earth and Planetary Sciences,26,0.5614035087719298,837
1985,"Economics, Econometrics and Finance",33,0.7636363636363637,911
1985,Energy,11,0.5652173913043478,255
1985,Engineering,173,0.7863247863247863,5828
1985,Environmental Science,58,0.64,1196
1985,Health Professions,38,0.7662337662337663,1487
1985,Immunology and Microbiology,12,0.7435897435897436,424
1985,Materials Science,33,0.4166666666666667,971
1985,Mathematics,11,0.5555555555555556,485
1985,Medicine,196,0.8970358814352574,11051
1985,Neuroscience,18,0.6206896551724138,371
1985,Nursing,5,0.2,186
1985,"Pharmacology, Toxicology and Pharmaceutics",5,0.0,0
1985,Physics and Astronomy,71,0.6766467065868264,1701
1985,Psychology,34,0.7,745
1985,Social Sciences,259,0.7897897897897898,6084
1986,Agricultural and Biological Sciences,87,0.9562841530054644,3825
1986,Arts and Humanities,181,0.9191919191919192,6041
1986,"Biochemistry, Genetics and Molecular Biology",57,0.8045977011494253,3086
1986,"Business, Management and Accounting",31,0.7297297297297297,821
1986,Chemical Engineering,6,0.5714285714285714,406
1986,Chemistry,76,0.9310344827586207,3849
1986,Computer Science,64,0.8367346938775511,1277
1986,Decision Sciences,7,0.4,234
1986,Dentistry,5,0.5384615384615384,163
1986,Earth and Planetary Sciences,22,0.8478260869565217,902
1986,"Economics, Econometrics and Finance",38,0.6842105263157895,964
1986,Energy,6,0.875,265
1986,Engineering,194,0.8492822966507177,6265
1986,Environmental Science,50,0.691358024691358,1260
1986,Health Professions,59,0.7419354838709677,1574
1986,Immunology and Microbiology,14,0.7230769230769231,469
1986,Materials Science,44,0.5660377358490566,1037
1986,Mathematics,14,0.9166666666666666,516
1986,Medicine,236,0.8916323731138546,11758
1986,Neuroscience,13,0.5142857142857142,392
1986,Nursing,9,0.3888888888888889,193
1986,"Pharmacology, Toxicology and Pharmaceutics",8,0.2,132
1986,Physics and Astronomy,94,0.6807511737089202,1846
1986,Psychology,34,0.627906976744186,782
1986,Social Sciences,282,0.7777777777777778,6376
1986,Veterinary,1,0.0,0
1987,Agricultural and Biological Sciences,69,0.9852941176470589,4000
1987,Arts and Humanities,184,0.9393939393939394,6291
1987,"Biochemistry, Genetics and Molecular Biology",47,0.8507462686567164,3269
1987,"Business, Management and Accounting",32,0.8333333333333334,861
1987,Chemical Engineering,3,1.0,412
1987,Chemistry,50,0.9315068493150684,4010
1987,Computer Science,51,0.8877551020408163,1415
1987,Decision Sciences,12,0.9285714285714286,261
1987,Dentistry,3,0.75,174
1987,Earth and Planetary Sciences,24,0.543859649122807,962
1987,"Economics, Econometrics and Finance",46,0.5932203389830508,1014
1987,Energy,5,0.42857142857142855,273
1987,Engineering,197,0.8585131894484412,6704
1987,Environmental Science,49,0.6049382716049383,1318
