work_id,author_id,countries,topic_field_display_name,pub_year
https://openalex.org/W4293406533,https://openalex.org/A5062686065,[],"Biochemistry, Genetics and Molecular Biology",2020
https://openalex.org/W4293406533,https://openalex.org/A5062686065,[],Agricultural and Biological Sciences,2020
https://openalex.org/W4293406533,https://openalex.org/A5053809485,[],"Biochemistry, Genetics and Molecular Biology",2020
https://openalex.org/W4293406533,https://openalex.org/A5053809485,[],Agricultural and Biological Sciences,2020
https://openalex.org/W4293406533,https://openalex.org/A5014069192,[],"Biochemistry, Genetics and Molecular Biology",2020
https://openalex.org/W4293406533,https://openalex.org/A5014069192,[],Agricultural and Biological Sciences,2020
https://openalex.org/W4293406533,https://openalex.org/A5014551632,[],"Biochemistry, Genetics and Molecular Biology",2020
https://openalex.org/W4293406533,https://openalex.org/A5014551632,[],Agricultural and Biological Sciences,2020
https://openalex.org/W4297944255,https://openalex.org/A5086317148,[],Engineering,2014
https://openalex.org/W4297944255,https://openalex.org/A5056528553,['FR'],Engineering,2014
https://openalex.org/W4297944255,https://openalex.org/A5089883915,['FR'],Engineering,2014
https://openalex.org/W4297944255,https://openalex.org/A5010073457,['FR'],Engineering,2014
https://openalex.org/W4297944255,https://openalex.org/A5081214213,[],Engineering,2014
https://openalex.org/W4299688930,https://openalex.org/A5046716771,['FR'],Social Sciences,2011
https://openalex.org/W4299688930,https://openalex.org/A5014057822,['FR'],Social Sciences,2011
https://openalex.org/W4299688930,https://openalex.org/A5079867309,['FR'],Social Sciences,2011
https://openalex.org/W4302234954,https://openalex.org/A5051030997,['FR'],Immunology and Microbiology,2016
https://openalex.org/W4302234954,https://openalex.org/A5010750239,['FR'],Immunology and Microbiology,2016
https://openalex.org/W4302234954,https://openalex.org/A5020587402,['FR'],Immunology and Microbiology,2016
https://openalex.org/W4302234954,https://openalex.org/A5027776998,['FR'],Immunology and Microbiology,2016
https://openalex.org/W4302234954,https://openalex.org/A5058822328,['FR'],Immunology and Microbiology,2016
https://openalex.org/W4302234954,https://openalex.org/A5013851123,['FR'],Immunology and Microbiology,2016
https://openalex.org/W4302234954,https://openalex.org/A5078806951,['FR'],Immunology and Microbiology,2016
https://openalex.org/W4302234954,https://openalex.org/A5004751522,['FR'],Immunology and Microbiology,2016
https://openalex.org/W4302234954,https://openalex.org/A5028288427,['FR'],Immunology and Microbiology,2016
https://openalex.org/W4302357106,https://openalex.org/A5029016280,['BE'],Environmental Science,1998
https://openalex.org/W4302357106,https://openalex.org/A5029016280,['BE'],Chemistry,1998
https://openalex.org/W4302357106,https://openalex.org/A5029016280,['BE'],"Biochemistry, Genetics and Molecular Biology",1998
https://openalex.org/W4302357106,https://openalex.org/A5080909480,['BE'],Environmental Science,1998
https://openalex.org/W4302357106,https://openalex.org/A5080909480,['BE'],Chemistry,1998
https://openalex.org/W4302357106,https://openalex.org/A5080909480,['BE'],"Biochemistry, Genetics and Molecular Biology",1998
https://openalex.org/W4302357106,https://openalex.org/A5083577160,['BE'],Environmental Science,1998
https://openalex.org/W4302357106,https://openalex.org/A5083577160,['BE'],Chemistry,1998
https://openalex.org/W4302357106,https://openalex.org/A5083577160,['BE'],"Biochemistry, Genetics and Molecular Biology",1998
https://openalex.org/W4302357106,https://openalex.org/A5055569833,['BE'],Environmental Science,1998
https://openalex.org/W4302357106,https://openalex.org/A5055569833,['BE'],Chemistry,1998
https://openalex.org/W4302357106,https://openalex.org/A5055569833,['BE'],"Biochemistry, Genetics and Molecular Biology",1998
https://openalex.org/W4319047934,https://openalex.org/A5016358600,['US'],Health Professions,2012
https://openalex.org/W4319047934,https://openalex.org/A5076242417,[],Health Professions,2012
https://openalex.org/W4366604197,https://openalex.org/A5011457348,[],Agricultural and Biological Sciences,1986
https://openalex.org/W4366604197,https://openalex.org/A5006703505,[],Agricultural and Biological Sciences,1986
https://openalex.org/W4366604197,https://openalex.org/A5010953303,[],Agricultural and Biological Sciences,1986
https://openalex.org/W4388279783,https://openalex.org/A5093185140,[],Social Sciences,2002
https://openalex.org/W4388279783,https://openalex.org/A5093185140,[],Psychology,2002
https://openalex.org/W4388279783,https://openalex.org/A5093185141,[],Social Sciences,2002
https://openalex.org/W4388279783,https://openalex.org/A5093185141,[],Psychology,2002
https://openalex.org/W4388279783,https://openalex.org/A5015220595,['FR'],Social Sciences,2002
https://openalex.org/W4388279783,https://openalex.org/A5015220595,['FR'],Psychology,2002
https://openalex.org/W4388279783,https://openalex.org/A5093185142,[],Social Sciences,2002
https://openalex.org/W4388279783,https://openalex.org/A5093185142,[],Psychology,2002
https://openalex.org/W4388279783,https://openalex.org/A5024132352,[],Social Sciences,2002
https://openalex.org/W4388279783,https://openalex.org/A5024132352,[],Psychology,2002
https://openalex.org/W1648924356,https://openalex.org/A5034036687,[],Health Professions,2014
https://openalex.org/W1648924356,https://openalex.org/A5034036687,[],Psychology,2014
https://openalex.org/W1648924356,https://openalex.org/A5034036687,[],Social Sciences,2014
https://openalex.org/W1544139659,https://openalex.org/A5046968906,[],Social Sciences,2009
https://openalex.org/W1544139659,https://openalex.org/A5046968906,[],Health Professions,2009
https://openalex.org/W1544139659,https://openalex.org/A5046968906,[],Decision Sciences,2009
https://openalex.org/W1544139659,https://openalex.org/A5070691438,[],Social Sciences,2009
https://openalex.org/W1544139659,https://openalex.org/A5070691438,[],Health Professions,2009
https://openalex.org/W1544139659,https://openalex.org/A5070691438,[],Decision Sciences,2009
https://openalex.org/W1591148876,https://openalex.org/A5087945930,[],Engineering,1979
https://openalex.org/W1591148876,https://openalex.org/A5087945930,[],Physics and Astronomy,1979
https://openalex.org/W1591148876,https://openalex.org/A5012329093,[],Engineering,1979
https://openalex.org/W1591148876,https://openalex.org/A5012329093,[],Physics and Astronomy,1979
https://openalex.org/W2417250767,https://openalex.org/A5063472004,[],"Biochemistry, Genetics and Molecular Biology",2016
https://openalex.org/W2417250767,https://openalex.org/A5063472004,[],Engineering,2016
https://openalex.org/W2508405722,https://openalex.org/A5065608755,[],Social Sciences,2014
https://openalex.org/W2508405722,https://openalex.org/A5065608755,[],Computer Science,2014
https://openalex.org/W2508405722,https://openalex.org/A5023288341,[],Social Sciences,2014
https://openalex.org/W2508405722,https://openalex.org/A5023288341,[],Computer Science,2014
https://openalex.org/W2625704128,https://openalex.org/A5065743913,[],Materials Science,2007
https://openalex.org/W2625704128,https://openalex.org/A5065743913,[],Engineering,2007
https://openalex.org/W2625704128,https://openalex.org/A5032344487,[],Materials Science,2007
https://openalex.org/W2625704128,https://openalex.org/A5032344487,[],Engineering,2007
https://openalex.org/W2625704128,https://openalex.org/A5033904681,[],Materials Science,2007
https://openalex.org/W2625704128,https://openalex.org/A5033904681,[],Engineering,2007
https://openalex.org/W2736128355,https://openalex.org/A5081463410,['US'],Social Sciences,2011
https://openalex.org/W3044601136,https://openalex.org/A5015902193,['FR'],Engineering,2017
https://openalex.org/W4298058783,https://openalex.org/A5022157208,[],Social Sciences,1998
https://openalex.org/W4376601328,https://openalex.org/A5048111507,['FR'],"Biochemistry, Genetics and Molecular Biology",2021
https://openalex.org/W4376601328,https://openalex.org/A5080184992,['FR'],"Biochemistry, Genetics and Molecular Biology",2021
https://openalex.org/W4376601328,https://openalex.org/A5013042347,['FR'],"Biochemistry, Genetics and Molecular Biology",2021
https://openalex.org/W4376601328,https://openalex.org/A5030713646,['FR'],"Biochemistry, Genetics and Molecular Biology",2021
https://openalex.org/W4376601328,https://openalex.org/A5004845372,['NO'],"Biochemistry, Genetics and Molecular Biology",2021
https://openalex.org/W4376601328,https://openalex.org/A5060648910,['FR'],"Biochemistry, Genetics and Molecular Biology",2021
https://openalex.org/W4376601328,https://openalex.org/A5075195429,['FR'],"Biochemistry, Genetics and Molecular Biology",2021
https://openalex.org/W4376601328,https://openalex.org/A5005468664,['FR'],"Biochemistry, Genetics and Molecular Biology",2021
https://openalex.org/W4387998091,https://openalex.org/A5018971398,['BR'],Dentistry,2023
https://openalex.org/W4387998091,https://openalex.org/A5050708785,['BR'],Dentistry,2023
https://openalex.org/W4387998091,https://openalex.org/A5059834327,['BR'],Dentistry,2023
https://openalex.org/W4387998091,https://openalex.org/A5009878286,['BR'],Dentistry,2023
https://openalex.org/W1567631748,https://openalex.org/A5034841336,['BR'],Engineering,2009
https://openalex.org/W1567631748,https://openalex.org/A5087256376,['BR'],Engineering,2009
https://openalex.org/W1567631748,https://openalex.org/A5070937692,['BR'],Engineering,2009
https://openalex.org/W1567631748,https://openalex.org/A5016989021,[],Engineering,2009
https://openalex.org/W1567631748,https://openalex.org/A5031800276,['BR'],Engineering,2009
https://openalex.org/W2200025348,https://openalex.org/A5073045128,['FR'],Psychology,2011
https://openalex.org/W2200025348,https://openalex.org/A5073045128,['FR'],Arts and Humanities,2011
https://openalex.org/W2586275659,https://openalex.org/A5041863123,[],Engineering,2016
