work_id,referenced_work_id
https://openalex.org/W2116789221,https://openalex.org/W1981301228
https://openalex.org/W2116789221,https://openalex.org/W1987131209
https://openalex.org/W2116789221,https://openalex.org/W1987142201
https://openalex.org/W2116789221,https://openalex.org/W1990829219
https://openalex.org/W2116789221,https://openalex.org/W1991386594
https://openalex.org/W2116789221,https://openalex.org/W1991501126
https://openalex.org/W2116789221,https://openalex.org/W1991702876
https://openalex.org/W2116789221,https://openalex.org/W1992709642
https://openalex.org/W2116789221,https://openalex.org/W1999682682
https://openalex.org/W2116789221,https://openalex.org/W1999775603
https://openalex.org/W2116789221,https://openalex.org/W2004677265
https://openalex.org/W2116789221,https://openalex.org/W2006087053
https://openalex.org/W2116789221,https://openalex.org/W2007440506
https://openalex.org/W2116789221,https://openalex.org/W2007982497
https://openalex.org/W2116789221,https://openalex.org/W2012451358
https://openalex.org/W2116789221,https://openalex.org/W2012597624
https://openalex.org/W2116789221,https://openalex.org/W2014394344
https://openalex.org/W2116789221,https://openalex.org/W2014548360
https://openalex.org/W2116789221,https://openalex.org/W2016671810
https://openalex.org/W2116789221,https://openalex.org/W2016743548
https://openalex.org/W2116789221,https://openalex.org/W2020264302
https://openalex.org/W2116789221,https://openalex.org/W2022379271
https://openalex.org/W2116789221,https://openalex.org/W2028959151
https://openalex.org/W2116789221,https://openalex.org/W2031888521
https://openalex.org/W2116789221,https://openalex.org/W2036839834
https://openalex.org/W2116789221,https://openalex.org/W2038798777
https://openalex.org/W2116789221,https://openalex.org/W2039012903
https://openalex.org/W2116789221,https://openalex.org/W2039792881
https://openalex.org/W2116789221,https://openalex.org/W2044210032
https://openalex.org/W2116789221,https://openalex.org/W2045171105
https://openalex.org/W2116789221,https://openalex.org/W2045810066
https://openalex.org/W2116789221,https://openalex.org/W2048286960
https://openalex.org/W2116789221,https://openalex.org/W2050919145
https://openalex.org/W2116789221,https://openalex.org/W2057817345
https://openalex.org/W2116789221,https://openalex.org/W2057819683
https://openalex.org/W2116789221,https://openalex.org/W2064616702
https://openalex.org/W2116789221,https://openalex.org/W2065242959
https://openalex.org/W2116789221,https://openalex.org/W2074215118
https://openalex.org/W2116789221,https://openalex.org/W2075276327
https://openalex.org/W2116789221,https://openalex.org/W2075731681
https://openalex.org/W2116789221,https://openalex.org/W2076583866
https://openalex.org/W2116789221,https://openalex.org/W2077250719
https://openalex.org/W2116789221,https://openalex.org/W2078085595
https://openalex.org/W2116789221,https://openalex.org/W2085168700
https://openalex.org/W2116789221,https://openalex.org/W2085593560
https://openalex.org/W2116789221,https://openalex.org/W2089427313
https://openalex.org/W2116789221,https://openalex.org/W2091232667
https://openalex.org/W2116789221,https://openalex.org/W2099168061
https://openalex.org/W2116789221,https://openalex.org/W2110558005
https://openalex.org/W2116789221,https://openalex.org/W2112676846
https://openalex.org/W2116789221,https://openalex.org/W2119448457
https://openalex.org/W2116789221,https://openalex.org/W2123225835
https://openalex.org/W2116789221,https://openalex.org/W2134547750
https://openalex.org/W2116789221,https://openalex.org/W2135586794
https://openalex.org/W2116789221,https://openalex.org/W2139295843
https://openalex.org/W2116789221,https://openalex.org/W2150667627
https://openalex.org/W2116789221,https://openalex.org/W2152919588
https://openalex.org/W2116789221,https://openalex.org/W2162554348
https://openalex.org/W2116789221,https://openalex.org/W2172195638
https://openalex.org/W2116789221,https://openalex.org/W2179777405
https://openalex.org/W2116789221,https://openalex.org/W2318090527
https://openalex.org/W2116789221,https://openalex.org/W2325751015
https://openalex.org/W2116789221,https://openalex.org/W2327742660
https://openalex.org/W2116789221,https://openalex.org/W2949144543
https://openalex.org/W2116789221,https://openalex.org/W2950528347
https://openalex.org/W2116789221,https://openalex.org/W2950711465
https://openalex.org/W2116789221,https://openalex.org/W2951098490
https://openalex.org/W2116789221,https://openalex.org/W2951457576
https://openalex.org/W2116789221,https://openalex.org/W2951719189
https://openalex.org/W2116789221,https://openalex.org/W2951826221
https://openalex.org/W2116789221,https://openalex.org/W2952113566
https://openalex.org/W2116789221,https://openalex.org/W2952296759
https://openalex.org/W2116789221,https://openalex.org/W2952898255
https://openalex.org/W2116789221,https://openalex.org/W4230286676
https://openalex.org/W2116789221,https://openalex.org/W4234629857
https://openalex.org/W2116789221,https://openalex.org/W4237792107
https://openalex.org/W2116789221,https://openalex.org/W4242060262
https://openalex.org/W2116789221,https://openalex.org/W4245250389
https://openalex.org/W2116789221,https://openalex.org/W4251948015
https://openalex.org/W1903935925,https://openalex.org/W1972673502
https://openalex.org/W1903935925,https://openalex.org/W1973373124
https://openalex.org/W1903935925,https://openalex.org/W1979112470
https://openalex.org/W1903935925,https://openalex.org/W1980358010
https://openalex.org/W1903935925,https://openalex.org/W1986829915
https://openalex.org/W1903935925,https://openalex.org/W1987020734
https://openalex.org/W1903935925,https://openalex.org/W1987444508
https://openalex.org/W1903935925,https://openalex.org/W1993943081
https://openalex.org/W1903935925,https://openalex.org/W1996652459
https://openalex.org/W1903935925,https://openalex.org/W2013379990
https://openalex.org/W1903935925,https://openalex.org/W2015127275
https://openalex.org/W1903935925,https://openalex.org/W2019851851
https://openalex.org/W1903935925,https://openalex.org/W2029663082
https://openalex.org/W1903935925,https://openalex.org/W2039475059
https://openalex.org/W1903935925,https://openalex.org/W2045182411
https://openalex.org/W1903935925,https://openalex.org/W2053410532
https://openalex.org/W1903935925,https://openalex.org/W2064761203
https://openalex.org/W1903935925,https://openalex.org/W2065076169
https://openalex.org/W1903935925,https://openalex.org/W2070739327
https://openalex.org/W1903935925,https://openalex.org/W2073669869
https://openalex.org/W1903935925,https://openalex.org/W2076231656
https://openalex.org/W1903935925,https://openalex.org/W2077056123
https://openalex.org/W1903935925,https://openalex.org/W2078107904
https://openalex.org/W1903935925,https://openalex.org/W2083343486
https://openalex.org/W1903935925,https://openalex.org/W2086703029
https://openalex.org/W1903935925,https://openalex.org/W2090045000
https://openalex.org/W1903935925,https://openalex.org/W2091102272
https://openalex.org/W1903935925,https://openalex.org/W2099207556
https://openalex.org/W1903935925,https://openalex.org/W2102563308
https://openalex.org/W1903935925,https://openalex.org/W2106994275
https://openalex.org/W1903935925,https://openalex.org/W2129691811
https://openalex.org/W1903935925,https://openalex.org/W2134753279
https://openalex.org/W1903935925,https://openalex.org/W2144030946
https://openalex.org/W1903935925,https://openalex.org/W2144794842
https://openalex.org/W1903935925,https://openalex.org/W2150399639
https://openalex.org/W1903935925,https://openalex.org/W2154439556
https://openalex.org/W1903935925,https://openalex.org/W2154485674
https://openalex.org/W1903935925,https://openalex.org/W2160654592
https://openalex.org/W1903935925,https://openalex.org/W2161736606
https://openalex.org/W1903935925,https://openalex.org/W2313670161
https://openalex.org/W1903935925,https://openalex.org/W2319475390
https://openalex.org/W1903935925,https://openalex.org/W2331908728
https://openalex.org/W1903935925,https://openalex.org/W2331934152
https://openalex.org/W1903935925,https://openalex.org/W4237908041
https://openalex.org/W1903935925,https://openalex.org/W4243298835
https://openalex.org/W1903935925,https://openalex.org/W4250446730
https://openalex.org/W1903935925,https://openalex.org/W4253264580
https://openalex.org/W1903935925,https://openalex.org/W4256634050
https://openalex.org/W1981609652,https://openalex.org/W152714540
https://openalex.org/W1981609652,https://openalex.org/W1858874412
https://openalex.org/W1981609652,https://openalex.org/W1966262989
https://openalex.org/W1981609652,https://openalex.org/W1966433926
https://openalex.org/W1981609652,https://openalex.org/W1969770959
https://openalex.org/W1981609652,https://openalex.org/W1971376193
https://openalex.org/W1981609652,https://openalex.org/W1976075573
https://openalex.org/W1981609652,https://openalex.org/W1979077688
https://openalex.org/W1981609652,https://openalex.org/W1982332890
https://openalex.org/W1981609652,https://openalex.org/W1983385141
https://openalex.org/W1981609652,https://openalex.org/W1984892845
https://openalex.org/W1981609652,https://openalex.org/W1999497022
https://openalex.org/W1981609652,https://openalex.org/W2004739014
https://openalex.org/W1981609652,https://openalex.org/W2005774381
https://openalex.org/W1981609652,https://openalex.org/W2006576936
